itm_mstr_key,sys_cd,form_vrsn,spec_vrsn,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,itm_txt,isc_active,isc_inactive,isc_state_opt,NC,NP,NQ,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX
745,MDS,,,82430,S1200E,BIPLR_MIXD_CD,Primary/secondary SMI dx: bipolar disorder I,20,S,Asmt,,Code,80200,2077,2077,2077-2077,1,,"Primary and secondary SMI diagnosis: Bipolar disorder I mixed, manic, and depressed",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
746,MDS,,,82460,S1200F,BIPLR_II_CD,Primary/secondary SMI dx: bipolar disorder II,20,S,Asmt,,Code,80205,2078,2078,2078-2078,1,,Primary and secondary SMI diagnosis: Bipolar disorder II,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
747,MDS,,,82490,S1200G,CYCLTYMC_DSRDR_CD,Primary/secondary SMI dx: cyclothymic disorder,20,S,Asmt,,Code,80210,2079,2079,2079-2079,1,,Primary and secondary SMI diagnosis: Cyclothymic disorder,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
748,MDS,,,82520,S1200H,OTHR_BIPLR_CD,Primary/secondary SMI dx: bipolar disorder NOS,20,S,Asmt,,Code,80215,2080,2080,2080-2080,1,,Primary and secondary SMI diagnosis: Bipolar disorder not otherwise specified,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
749,MDS,,,82550,S1200I,RCRNT_MAJ_DPRSN_CD,Primary/secondary SMI dx: major depress recurrent,20,S,Asmt,,Code,80220,2081,2081,2081-2081,1,,"Primary and secondary SMI diagnosis: Major depression, recurrent",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
750,MDS,,,70200,ITEM_FILLER_021,NO_MNTL_HLTH_CD,Item filler: replaces old S1200Z,28,Filler,Filler,,Text,80225,2082,2082,2082-2082,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,,,,,,,,,,,
751,MDS,,,82580,S2000,SELF_MDCTN_ADMIN_CD,Capable of self-administration of medications,20,S,Asmt,,Code,80230,2083,2083,2083-2083,1,,Self-Medication Administration:  Resident is capable of self-administration of medications,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
752,MDS,,,82610,S2001,WISH_SELF_MDCT_CD,Wishes to self-medicate,20,S,Asmt,,Code,80235,2084,2084,2084-2084,1,,Self-Medication Administration:  Resident wishes to self-medicate,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
753,MDS,,,82640,S2010,RFSD_MDCTN_CD,Refused meds 3 days,20,S,Asmt,,Code,80240,2085,2085,2085-2085,1,,Medication Refusal:  Resident refused to take some or all of prescribed medication in the last 3 days,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
754,MDS,,,82670,S2011,STF_SPRT_MDCTN_CD,Staff support for meds 3 days,20,S,Asmt,,Code,80245,2086,2086,2086-2086,1,,Medication Refusal: Resident required staff supporting/prompting 3 or more times to take medication in the last 3 days,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
755,MDS,,,82700,S2015,RFSD_MDCTN_OCSN_CD,Refused meds occasionally 30 days,20,S,Asmt,,Code,80250,2087,2087,2087-2087,1,,Resident refused to take all or some of prescribed medication on occasion (no more than 2 days a week most weeks).  (Code for the 30 days preceding the assessment),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
756,MDS,,,82730,S2016,RFSD_MDCTN_FRQNT_CD,Refused meds frequently 30 days,20,S,Asmt,,Code,80255,2088,2088,2088-2088,1,,Resident refused to take all or some of prescribed medication frequently (more than 2 days a week most weeks).  (Code for the 30 days preceding the assessment),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
757,MDS,,,82760,S2040,BHVR_MGMT_PGM_CD,Behavior Management Program,20,S,Asmt,,Code,80260,2089,2089,2089-2089,1,,Resident is provided a Behavior Management Program,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
758,MDS,,,82790,S2050,RSIST_GRMG_HYGN_CD,Resists grooming/hygiene,20,S,Asmt,,Code,80265,2090,2090,2090-2090,1,,Resident resists staff attempts to assist/provide grooming/hygiene.  (Code for an average number of days a week the resident has refused care in the 30 days preceding the assessment).,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
759,MDS,,,83000,S3100A,HAND_CNTRCTUR_CD,Contractures: Hand,20,S,Asmt,,Code,80270,2091,2091,2091-2091,1,,Contractures:  a. Hand,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
760,MDS,,,83030,S3100B,WRIST_CNTRCTUR_CD,Contractures: Wrist,20,S,Asmt,,Code,80275,2092,2092,2092-2092,1,,Contractures:  b. Wrist,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
761,MDS,,,83060,S3100C,ELBOW_CNTRCTUR_CD,Contractures: Elbow,20,S,Asmt,,Code,80280,2093,2093,2093-2093,1,,Contractures:  c.  Elbow,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
762,MDS,,,83090,S3100D,SHLDR_CNTRCTUR_CD,Contractures: Shoulder,20,S,Asmt,,Code,80285,2094,2094,2094-2094,1,,Contractures:  d. Shoulder,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
763,MDS,,,83120,S3100E,NECK_CNTRCTUR_CD,Contractures: Neck,20,S,Asmt,,Code,80290,2095,2095,2095-2095,1,,Contractures:  e. Neck,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
764,MDS,,,83150,S3100F,ANKLE_CNTRCTUR_CD,Contractures: Ankle,20,S,Asmt,,Code,80295,2096,2096,2096-2096,1,,Contractures:  f. Ankle,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
765,MDS,,,83180,S3100G,KNEE_CNTRCTUR_CD,Contractures: Knee,20,S,Asmt,,Code,80300,2097,2097,2097-2097,1,,Contractures:  g. Knee,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
766,MDS,,,83210,S3100H,HIP_CNTRCTUR_CD,Contractures: Hip,20,S,Asmt,,Code,80305,2098,2098,2098-2098,1,,Contractures:  h. Hip,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
767,MDS,,,83240,S3100Z,OTHR_CNTRCTUR_CD,Contractures: Other,20,S,Asmt,,Code,80310,2099,2099,2099-2099,1,,Contractures:  z. Other,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
768,MDS,,,83270,S3200A,DOMNT_SIDE_CD,Dominant Side,20,S,Asmt,,Code,80315,2100,2100,2100-2100,1,,Dominant Side:  Indicate resident's dominant side,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
769,MDS,,,83300,S3200B,USE_DOMNT_HAND_CD,Use of dominant hand/arm,20,S,Asmt,,Code,80320,2101,2101,2101-2101,1,,Dominant Side:  To what extent does the resident have use of his/her dominant hand/arm?,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
770,MDS,,,83540,S4000A,SELF_INJURY_ATMPT_CD,Harm: Self Injury/Self-injurious attempt,20,S,Asmt,,Code,80325,2102,2102,2102-2102,1,,Harm to Self or Others:  Self Injury  Self-injurious attempt (Code for most recent instance),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
771,MDS,,,83570,S4000B,KILL_ATMPT_CD,Harm: Attempt was to kill self,20,S,Asmt,,Code,80330,2103,2103,2103-2103,1,,Harm to Self or Others:  Self Injury  Intent of any self-injurious attempt was to kill him/herself,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
772,MDS,,,83600,S4000C,CNSDR_SELF_INJURY_CD,Harm: Considered injuring self,20,S,Asmt,,Code,80335,2104,2104,2104-2104,1,,Harm to Self or Others:  Self Injury  Considered performing a self-injurious act in the last 30 days,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
773,MDS,,,83630,S4000D,CRGVR_CNCRN_SELF_INJ_CD,Harm: Self-injury caregiver concern,20,S,Asmt,,Code,80340,2105,2105,2105-2105,1,,Harm to Self or Others: Self Injury  Family/caregiver/friend/staff expresses concern that resident is at risk for self injury,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
774,MDS,,,83660,S4010A,OBSRVTN_HRLY_NUM,Hourly Interval Observation,20,S,Asmt,,Number,80345,2106,2106,2106-2106,1,,"Close or Constant Observation:  Number of days of the following type of supervision in the last 3 days.  If none, code ""0"".  A.  Checked at hourly intervals",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
775,MDS,,,83690,S4010B,OBSRVTN_15_MIN_NUM,15- Min. Interval Observation,20,S,Asmt,,Number,80350,2107,2107,2107-2107,1,,"Close or Constant Observation:  Number of days of the following type of supervision in the last 3 days.  If none, code ""0"".  B. Checked at 15-minute intervals",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
776,MDS,,,83720,S4010C,OBSRVTN_5_MIN_NUM,5- Min. Interval Observation,20,S,Asmt,,Number,80355,2108,2108,2108-2108,1,,"Close or Constant Observation:  Number of days of the following type of supervision in the last 3 days.  If none, code ""0"".  C. Checked at 5-minute intervals",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
777,MDS,,,83750,S4010D,OBSRVTN_CNSTNT_NUM,Constant Observation for < 1 hr,20,S,Asmt,,Number,80360,2109,2109,2109-2109,1,,"Close or Constant Observation:  Number of days of the following type of supervision in the last 3 days.  If none, code ""0"".  D. Constant Observation for less than or equal to 1 hour",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
778,MDS,,,83780,S4010E,OBSRVTN_CNSTNT_HR_NUM,Constant Observation for > 1 hr,20,S,Asmt,,Number,80365,2110,2110,2110-2110,1,,"Close or Constant Observation:  Number of days of the following type of supervision in the last 3 days.  If none, code ""0"".  E. Constant Observation for more than 1 hour",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
779,MDS,,,83810,S4500,ABUSE_ALCHL_CD,Substance Abuse: Alcoholic Drinks,20,S,Asmt,,Code,80370,2111,2111,2111-2111,1,,Substance Abuse & Excessive Behaviors:   Alcohol - code for the highest number of drinks in any single sitting episode in the last 14 days,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
780,MDS,,,83840,S4510A,ABUSE_INHLNT_CD,Substance Abuse: Inhalants,20,S,Asmt,,Code,80375,2112,2112,2112-2112,1,,Substance Abuse & Excessive Behaviors:  Substance abuse time since any use of the following substance:  a. Inhalants,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
781,MDS,,,83870,S4510B,ABUSE_HLCNGN_CD,Substance Abuse: Hallucinogens,20,S,Asmt,,Code,80380,2113,2113,2113-2113,1,,Substance Abuse & Excessive Behaviors:  Substance abuse time since any use of the following substance:  b. Hallucinogens,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
782,MDS,,,83900,S4510C,ABUSE_COCN_CRACK_CD,Substance Abuse: Cocaine and Crack,20,S,Asmt,,Code,80385,2114,2114,2114-2114,1,,Substance Abuse & Excessive Behaviors:  Substance abuse time since any use of the following substance:  c. Cocaine and crack,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
783,MDS,,,83930,S4510D,ABUSE_STIMLNT_CD,Substance Abuse: Stimulants,20,S,Asmt,,Code,80390,2115,2115,2115-2115,1,,Substance Abuse & Excessive Behaviors:  Substance abuse time since any use of the following substance:  d. Stimulants,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
784,MDS,,,83960,S4510E,ABUSE_OPIAT_CD,Substance Abuse: Opiates,20,S,Asmt,,Code,80395,2116,2116,2116-2116,1,,Substance Abuse & Excessive Behaviors:  Substance abuse time since any use of the following substance:  e. Opiates,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
785,MDS,,,83990,S4510F,ABUSE_CNNBS_CD,Substance Abuse: Cannabis,20,S,Asmt,,Code,80400,2117,2117,2117-2117,1,,Substance Abuse & Excessive Behaviors:  Substance abuse time since any use of the following substance:  f. Cannabis,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
786,MDS,,,84020,S5000,NEW_PRSR_ULCR_NUM,Number of New Pressure Ulcers,20,S,Asmt,,Number,80405,2118,2118,2118-2118,1,,"Pressure Ulcers:  Number of new or reoccurring pressure ulcers during last quarter (if 9 or more, enter 9)",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
787,MDS,,,84050,S5005,NEW_PRSR_ULCR_SETG_CD,New Pressure Ulcer setting,20,S,Asmt,,Code,80410,2119,2119,2119-2119,1,,Pressure Ulcers:  In what setting did the pressure ulcers in S5000  develop?,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
788,MDS,,,84080,S5010A1,PRSR_ULCR_1_LCTN_CD,Pressure ulcer 1 location,20,S,Asmt,,Code,80415,2120,2121,2120-2121,2,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  A1. Location of pressure ulcer 1",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
789,MDS,,,84110,S5010A2,PRSR_ULCR_1_STUS_CD,Pressure ulcer 1 status,20,S,Asmt,,Code,80420,2122,2122,2122-2122,1,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  A2. Status of pressure ulcer 1",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
790,MDS,,,84140,S5010B1,PRSR_ULCR_2_LCTN_CD,Pressure ulcer 2 location,20,S,Asmt,,Code,80425,2123,2124,2123-2124,2,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  B1. Location of pressure ulcer 2",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
791,MDS,,,84170,S5010B2,PRSR_ULCR_2_STUS_CD,Pressure ulcer 2 status,20,S,Asmt,,Code,80430,2125,2125,2125-2125,1,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  B2. Status of pressure ulcer 2",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
792,MDS,,,84200,S5010C1,PRSR_ULCR_3_LCTN_CD,Pressure ulcer 3 location,20,S,Asmt,,Code,80435,2126,2127,2126-2127,2,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  C1. Location of pressure ulcer 3",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
793,MDS,,,84230,S5010C2,PRSR_ULCR_3_STUS_CD,Pressure ulcer 3 status,20,S,Asmt,,Code,80440,2128,2128,2128-2128,1,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  C2.  Status of pressure ulcer 3",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
794,MDS,,,84260,S5010D1,PRSR_ULCR_4_LCTN_CD,Pressure ulcer 4 location,20,S,Asmt,,Code,80445,2129,2130,2129-2130,2,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  D1. Location of pressure ulcer 4",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
795,MDS,,,84290,S5010D2,PRSR_ULCR_4_STUS_CD,Pressure ulcer 4 status,20,S,Asmt,,Code,80450,2131,2131,2131-2131,1,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  D2.  Status of pressure ulcer 4",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
796,MDS,,,84320,S5010E1,PRSR_ULCR_5_LCTN_CD,Pressure ulcer 5 location,20,S,Asmt,,Code,80455,2132,2133,2132-2133,2,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  E1. Location of pressure ulcer 5",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
797,MDS,,,84350,S5010E2,PRSR_ULCR_5_STUS_CD,Pressure ulcer 5 status,20,S,Asmt,,Code,80460,2134,2134,2134-2134,1,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  E2.  Status of pressure ulcer 5",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
798,MDS,,,84380,S5010F1,PRSR_ULCR_6_LCTN_CD,Pressure ulcer 6 location,20,S,Asmt,,Code,80465,2135,2136,2135-2136,2,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  F1. Location of pressure ulcer 6",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
799,MDS,,,84410,S5010F2,PRSR_ULCR_6_STUS_CD,Pressure ulcer 6 status,20,S,Asmt,,Code,80470,2137,2137,2137-2137,1,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  F2.  Status of pressure ulcer 6",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
800,MDS,,,84440,S5010G1,PRSR_ULCR_7_LCTN_CD,Pressure ulcer 7 location,20,S,Asmt,,Code,80475,2138,2139,2138-2139,2,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  G1. Location of pressure ulcer 7",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
801,MDS,,,84470,S5010G2,PRSR_ULCR_7_STUS_CD,Pressure ulcer 7 status,20,S,Asmt,,Code,80480,2140,2140,2140-2140,1,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  G2.  Status of pressure ulcer 7",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
802,MDS,,,84500,S5010H1,PRSR_ULCR_8_LCTN_CD,Pressure ulcer 8 location,20,S,Asmt,,Code,80485,2141,2142,2141-2142,2,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  H1. Location of pressure ulcer 8",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
803,MDS,,,84530,S5010H2,PRSR_ULCR_8_STUS_CD,Pressure ulcer 8 status,20,S,Asmt,,Code,80490,2143,2143,2143-2143,1,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  H2. Status of pressure ulcer 8",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
804,MDS,,,84560,S5010I1,PRSR_ULCR_9_LCTN_CD,Pressure ulcer 9 location,20,S,Asmt,,Code,80495,2144,2145,2144-2145,2,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  I1.   Location of pressure ulcer 9",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
805,MDS,,,84590,S5010I2,PRSR_ULCR_9_STUS_CD,Pressure ulcer 9 status,20,S,Asmt,,Code,80500,2146,2146,2146-2146,1,,"Pressure Ulcers: Location and Status of existing pressure ulcers (if more than 9 ulcers, record the 9 largest):  I2.  Status of pressure ulcer 9",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
806,MDS,,,84620,S6000,PEN_IV_CD,Parenteral/IV feeding in NH,20,S,Asmt,,Code,80510,2147,2147,2147-2147,1,,"Within the last 7 days, Parenteral/IV feeding was provided and administered in and by the nursing home",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
807,MDS,,,84650,S6005,IV_MDCTN_CD,IV meds in NH,20,S,Asmt,,Code,80515,2148,2148,2148-2148,1,,"Within the last 14 days, IV medication was provided, administered, and instilled exclusively in and by the nursing home",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
808,MDS,,,84680,S6010,CNTNUS_OXGN_CD,Oxygen Therapy in NH,20,S,Asmt,,Code,80520,2149,2149,2149-2149,1,,"Within the last 14 days, oxygen therapy was provided within the facility continuously for a period of 2 hours or more, or intermittently with starting and stopping at intervals",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
809,MDS,,,85160,S6050,ISLTN_PRECTN_CD,Isolation precautions needed,20,S,Asmt,,Code,80525,2150,2150,2150-2150,1,,Has resident required any type of isolation precautions since admission or the previous assessment other than standard/universal precautions?,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
810,MDS,,,85190,S6051A,AIRBRN_CD,Isolation Precaution: Airborne,20,S,Asmt,,Checklist,80530,2151,2151,2151-2151,1,,"If yes to item S6050, type of isolation precautions employed:  a. Airborne",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
811,MDS,,,85220,S6051B,CNTCT_CD,Isolation Precaution: Contact,20,S,Asmt,,Checklist,80535,2152,2152,2152-2152,1,,"If yes to item S6050, type of isolation precautions employed:  b. Contact",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
812,MDS,,,85250,S6051C,DROPLET_CD,Isolation Precaution: Droplet,20,S,Asmt,,Checklist,80540,2153,2153,2153-2153,1,,"If yes to item S6050, type of isolation precautions employed:  c. Droplet",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
813,MDS,,,85280,S6051D,PRTCTV_CD,Isolation Precaution: Protective,20,S,Asmt,,Checklist,80545,2154,2154,2154-2154,1,,"If yes to item S6050, type of isolation precautions employed:  d. Protective",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
814,MDS,,,85310,S6100A,VRCLLA_CD,Vaccination: Varicella,20,S,Asmt,,Checklist,80550,2155,2155,2155-2155,1,,Vaccinations : Indicate if the following vaccination is current:  a. Varicella (Herpes Zoster or shingles),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
815,MDS,,,85340,S6100B,TD_CD,"Vaccination: Tetanus, diphtheria (Td)",20,S,Asmt,,Checklist,80555,2156,2156,2156-2156,1,,"Vaccinations:  Indicate if the following the vaccination is current:  b. Tetanus, diphtheria (Td)",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
816,MDS,,,85370,S6100C,TDAP_CD,"Vaccination: Tetanus, diphtheria, pertussis (Tdap)",20,S,Asmt,,Checklist,80560,2157,2157,2157-2157,1,,"Vaccinations:  Indicate if the following vaccination is current:  c. Tetanus, diphtheria, pertussis (Tdap)",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
817,MDS,,,85400,S6100D,MMR_CD,"Vaccination: Measles, Mumps, Rubella (MMR)",20,S,Asmt,,Checklist,80565,2158,2158,2158-2158,1,,"Vaccinations:  Indicate if the following vaccination is current:  d. Measles, mumps, rubella (MMR)",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
818,MDS,,,85430,S6100E,OTHR_VCCN_CD,Vaccination: Other,20,S,Asmt,,Checklist,80570,2159,2159,2159-2159,1,,"Vaccinations:  Indicate vaccinations that are current, excluding pneumococcal, seasonal influenza, and S6100A - S6100D.  e. Other",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
819,MDS,,,85460,S6100F1,OTHR_VCCN_1_NAME,Vaccination: Other Name 1,20,S,Asmt,,Text,80575,2160,2179,2160-2179,20,,"Vaccinations:  If other vaccination is checked, please specify name",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
820,MDS,,,85490,S6100F2,OTHR_VCCN_2_NAME,Vaccination: Other Name 2,20,S,Asmt,,Text,80580,2180,2199,2180-2199,20,,"Vaccinations:  If other vaccination is checked, please specify name",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
821,MDS,,,85520,S6100F3,OTHR_VCCN_3_NAME,Vaccination: Other Name 3,20,S,Asmt,,Text,80585,2200,2219,2200-2219,20,,"Vaccinations:  If other vaccination is checked, please specify name",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
